0.731354,0.681998
0.727374,0.686242
0.723369,0.690462
0.71934,0.694658
0.715286,0.698832
0.711209,0.702981
0.707107,0.707107
0.702981,0.711209
0.698832,0.715286
0.694658,0.71934
0.690462,0.723369
0.686242,0.727374
0.681998,0.731354
0.677732,0.735309
0.673443,0.739239
0.669131,0.743145
0.664796,0.747025
0.660439,0.75088
0.656059,0.75471
0.651657,0.758514
0.647233,0.762292
0.642788,0.766044
0.63832,0.769771
0.633831,0.773472
0.62932,0.777146
0.624789,0.780794
0.620235,0.784416
0.615661,0.788011
0.611067,0.791579
0.606451,0.795121
0.601815,0.798636
0.597159,0.802123
0.592482,0.805584
0.587785,0.809017
0.583069,0.812423
0.578332,0.815801
0.573576,0.819152
0.568801,0.822475
0.564007,0.82577
0.559193,0.829038
0.55436,0.832277
0.549509,0.835488
0.544639,0.838671
0.539751,0.841825
0.534844,0.844951
0.529919,0.848048
0.524977,0.851117
0.520016,0.854156
0.515038,0.857167
0.510043,0.860149
0.50503,0.863102
0.5,0.866025
0.494953,0.86892
0.48989,0.871784
0.48481,0.87462
0.479713,0.877425
0.4746,0.880201
0.469472,0.882948
0.464327,0.885664
0.459166,0.88835
0.45399,0.891007
0.448799,0.893633
0.443593,0.896229
0.438371,0.898794
0.433135,0.901329
0.427884,0.903834
0.422618,0.906308
0.417338,0.908751
0.412045,0.911164
0.406737,0.913545
0.401415,0.915896
0.39608,0.918216
0.390731,0.920505
0.385369,0.922762
0.379994,0.924989
0.374607,0.927184
0.369206,0.929348
0.363793,0.93148
0.358368,0.93358
0.352931,0.93565
0.347481,0.937687
0.34202,0.939693
0.336547,0.941666
0.331063,0.943609
0.325568,0.945519
0.320062,0.947397
0.314545,0.949243
0.309017,0.951057
0.303479,0.952838
0.29793,0.954588
0.292372,0.956305
0.286803,0.95799
0.281225,0.959642
0.275637,0.961262
0.27004,0.962849
0.264434,0.964404
0.258819,0.965926
0.253195,0.967415
0.247563,0.968872
0.241922,0.970296
0.236273,0.971687
0.230616,0.973045
0.224951,0.97437
0.219279,0.975662
0.213599,0.976921
0.207912,0.978148
0.202218,0.979341
0.196517,0.9805
0.190809,0.981627
0.185095,0.982721
0.179375,0.983781
0.173648,0.984808
0.167916,0.985801
0.162178,0.986762
0.156434,0.987688
0.150686,0.988582
0.144932,0.989442
0.139173,0.990268
0.13341,0.991061
0.127642,0.99182
0.121869,0.992546
0.116093,0.993238
0.110313,0.993897
0.104528,0.994522
0.0987408,0.995113
0.0929499,0.995671
0.0871557,0.996195
0.0813587,0.996685
0.0755589,0.997141
0.0697565,0.997564
0.0639517,0.997953
0.0581448,0.998308
0.052336,0.99863
0.0465253,0.998917
0.0407131,0.999171
0.0348995,0.999391
0.0290847,0.999577
0.023269,0.999729
0.0174524,0.999848
0.0116353,0.999932
0.00581773,0.999983
3.7414e-15,1
-0.00581773,0.999983
-0.0116353,0.999932
-0.0174524,0.999848
-0.023269,0.999729
-0.0290847,0.999577
-0.0348995,0.999391
-0.0407131,0.999171
-0.0465253,0.998917
-0.052336,0.99863
-0.0581448,0.998308
-0.0639517,0.997953
-0.0697565,0.997564
-0.0755589,0.997141
-0.0813587,0.996685
-0.0871557,0.996195
-0.0929499,0.995671
-0.0987408,0.995113
-0.104528,0.994522
-0.110313,0.993897
-0.116093,0.993238
-0.121869,0.992546
-0.127642,0.99182
-0.13341,0.991061
-0.139173,0.990268
-0.144932,0.989442
-0.150686,0.988582
-0.156434,0.987688
-0.162178,0.986762
-0.167916,0.985801
-0.173648,0.984808
-0.179375,0.983781
-0.185095,0.982721
-0.190809,0.981627
-0.196517,0.9805
-0.202218,0.979341
-0.207912,0.978148
-0.213599,0.976921
-0.219279,0.975662
-0.224951,0.97437
-0.230616,0.973045
-0.236273,0.971687
-0.241922,0.970296
-0.247563,0.968872
-0.253195,0.967415
-0.258819,0.965926
-0.264434,0.964404
-0.27004,0.962849
-0.275637,0.961262
-0.281225,0.959642
-0.286803,0.95799
-0.292372,0.956305
-0.29793,0.954588
-0.303479,0.952838
-0.309017,0.951057
-0.314545,0.949243
-0.320062,0.947397
-0.325568,0.945519
-0.331063,0.943609
-0.336547,0.941666
-0.34202,0.939693
-0.347481,0.937687
-0.352931,0.93565
-0.358368,0.93358
-0.363793,0.93148
-0.369206,0.929348
-0.374607,0.927184
-0.379994,0.924989
-0.385369,0.922762
-0.390731,0.920505
-0.39608,0.918216
-0.401415,0.915896
-0.406737,0.913545
-0.412045,0.911164
-0.417338,0.908751
-0.422618,0.906308
-0.427884,0.903834
-0.433135,0.901329
-0.438371,0.898794
-0.443593,0.896229
-0.448799,0.893633
-0.45399,0.891007
-0.459166,0.88835
-0.464327,0.885664
-0.469472,0.882948
-0.4746,0.880201
-0.479713,0.877425
-0.48481,0.87462
-0.48989,0.871784
-0.494953,0.86892
-0.5,0.866025
-0.50503,0.863102
-0.510043,0.860149
-0.515038,0.857167
-0.520016,0.854156
-0.524977,0.851117
-0.529919,0.848048
-0.534844,0.844951
-0.539751,0.841825
-0.544639,0.838671
-0.549509,0.835488
-0.55436,0.832277
-0.559193,0.829038
-0.564007,0.82577
-0.568801,0.822475
-0.573576,0.819152
-0.578332,0.815801
-0.583069,0.812423
-0.587785,0.809017
-0.592482,0.805584
-0.597159,0.802123
-0.601815,0.798636
-0.606451,0.795121
-0.611067,0.791579
-0.615661,0.788011
-0.620235,0.784416
-0.624789,0.780794
-0.62932,0.777146
-0.633831,0.773472
-0.63832,0.769771
-0.642788,0.766044
-0.647233,0.762292
-0.651657,0.758514
-0.656059,0.75471
-0.660439,0.75088
-0.664796,0.747025
-0.669131,0.743145
-0.673443,0.739239
-0.677732,0.735309
-0.681998,0.731354
-0.686242,0.727374
-0.690462,0.723369
-0.694658,0.71934
-0.698832,0.715286
-0.702981,0.711209
-0.707107,0.707107
-0.711209,0.702981
-0.715286,0.698832
-0.71934,0.694658
-0.723369,0.690462
-0.727374,0.686242
-0.731354,0.681998
-0.735309,0.677732
-0.739239,0.673443
-0.743145,0.669131
-0.747025,0.664796
-0.75088,0.660439
-0.75471,0.656059
-0.758514,0.651657
-0.762292,0.647233
-0.766044,0.642788
-0.769771,0.63832
-0.773472,0.633831
-0.777146,0.62932
-0.780794,0.624789
-0.784416,0.620235
-0.788011,0.615661
-0.791579,0.611067
-0.795121,0.606451
-0.798636,0.601815
-0.802123,0.597159
-0.805584,0.592482
-0.809017,0.587785
-0.812423,0.583069
-0.815801,0.578332
-0.819152,0.573576
-0.822475,0.568801
-0.82577,0.564007
-0.829038,0.559193
-0.832277,0.55436
-0.835488,0.549509
-0.838671,0.544639
-0.841825,0.539751
-0.844951,0.534844
-0.848048,0.529919
-0.851117,0.524977
-0.854156,0.520016
-0.857167,0.515038
-0.860149,0.510043
-0.863102,0.50503
-0.866025,0.5
-0.86892,0.494953
-0.871784,0.48989
-0.87462,0.48481
-0.877425,0.479713
-0.880201,0.4746
-0.882948,0.469472
-0.885664,0.464327
-0.88835,0.459166
-0.891007,0.45399
-0.893633,0.448799
-0.896229,0.443593
-0.898794,0.438371
-0.901329,0.433135
-0.903834,0.427884
-0.906308,0.422618
-0.908751,0.417338
-0.911164,0.412045
-0.913545,0.406737
-0.915896,0.401415
-0.918216,0.39608
-0.920505,0.390731
-0.922762,0.385369
-0.924989,0.379994
-0.927184,0.374607
-0.929348,0.369206
-0.93148,0.363793
-0.93358,0.358368
-0.93565,0.352931
-0.937687,0.347481
-0.939693,0.34202
-0.941666,0.336547
-0.943609,0.331063
-0.945519,0.325568
-0.947397,0.320062
-0.949243,0.314545
-0.951057,0.309017
-0.952838,0.303479
-0.954588,0.29793
-0.956305,0.292372
-0.95799,0.286803
-0.959642,0.281225
-0.961262,0.275637
-0.962849,0.27004
-0.964404,0.264434
-0.965926,0.258819
-0.967415,0.253195
-0.968872,0.247563
-0.970296,0.241922
-0.971687,0.236273
-0.973045,0.230616
-0.97437,0.224951
-0.975662,0.219279
-0.976921,0.213599
-0.978148,0.207912
-0.979341,0.202218
-0.9805,0.196517
-0.981627,0.190809
-0.982721,0.185095
-0.983781,0.179375
-0.984808,0.173648
-0.985801,0.167916
-0.986762,0.162178
-0.987688,0.156434
-0.988582,0.150686
-0.989442,0.144932
-0.990268,0.139173
-0.991061,0.13341
-0.99182,0.127642
-0.992546,0.121869
-0.993238,0.116093
-0.993897,0.110313
-0.994522,0.104528
-0.995113,0.0987408
-0.995671,0.0929499
-0.996195,0.0871557
-0.996685,0.0813587
-0.997141,0.0755589
-0.997564,0.0697565
-0.997953,0.0639517
-0.998308,0.0581448
-0.99863,0.052336
-0.998917,0.0465253
-0.999171,0.0407131
-0.999391,0.0348995
-0.999577,0.0290847
-0.999729,0.023269
-0.999848,0.0174524
-0.999932,0.0116353
-0.999983,0.00581773
-1,-1.43995e-14
-0.999983,-0.00581773
-0.999932,-0.0116353
-0.999848,-0.0174524
-0.999729,-0.023269
-0.999577,-0.0290847
-0.999391,-0.0348995
-0.999171,-0.0407131
-0.998917,-0.0465253
-0.99863,-0.052336
-0.998308,-0.0581448
-0.997953,-0.0639517
-0.997564,-0.0697565
-0.997141,-0.0755589
-0.996685,-0.0813587
-0.996195,-0.0871557
-0.995671,-0.0929499
-0.995113,-0.0987408
-0.994522,-0.104528
-0.993897,-0.110313
-0.993238,-0.116093
-0.992546,-0.121869
-0.99182,-0.127642
-0.991061,-0.13341
-0.990268,-0.139173
-0.989442,-0.144932
-0.988582,-0.150686
-0.987688,-0.156434
-0.986762,-0.162178
-0.985801,-0.167916
-0.984808,-0.173648
-0.983781,-0.179375
-0.982721,-0.185095
-0.981627,-0.190809
-0.9805,-0.196517
-0.979341,-0.202218
-0.978148,-0.207912
-0.976921,-0.213599
-0.975662,-0.219279
-0.97437,-0.224951
-0.973045,-0.230616
-0.971687,-0.236273
-0.970296,-0.241922
-0.968872,-0.247563
-0.967415,-0.253195
-0.965926,-0.258819
-0.964404,-0.264434
-0.962849,-0.27004
-0.961262,-0.275637
-0.959642,-0.281225
-0.95799,-0.286803
-0.956305,-0.292372
-0.954588,-0.29793
-0.952838,-0.303479
-0.951057,-0.309017
-0.949243,-0.314545
-0.947397,-0.320062
-0.945519,-0.325568
-0.943609,-0.331063
-0.941666,-0.336547
-0.939693,-0.34202
-0.937687,-0.347481
-0.93565,-0.352931
-0.93358,-0.358368
-0.93148,-0.363793
-0.929348,-0.369206
-0.927184,-0.374607
-0.924989,-0.379994
-0.922762,-0.385369
-0.920505,-0.390731
-0.918216,-0.39608
-0.915896,-0.401415
-0.913545,-0.406737
-0.911164,-0.412045
-0.908751,-0.417338
-0.906308,-0.422618
-0.903834,-0.427884
-0.901329,-0.433135
-0.898794,-0.438371
-0.896229,-0.443593
-0.893633,-0.448799
-0.891007,-0.45399
-0.88835,-0.459166
-0.885664,-0.464327
-0.882948,-0.469472
-0.880201,-0.4746
-0.877425,-0.479713
-0.87462,-0.48481
-0.871784,-0.48989
-0.86892,-0.494953
-0.866025,-0.5
-0.863102,-0.50503
-0.860149,-0.510043
-0.857167,-0.515038
-0.854156,-0.520016
-0.851117,-0.524977
-0.848048,-0.529919
-0.844951,-0.534844
-0.841825,-0.539751
-0.838671,-0.544639
-0.835488,-0.549509
-0.832277,-0.55436
-0.829038,-0.559193
-0.82577,-0.564007
-0.822475,-0.568801
-0.819152,-0.573576
-0.815801,-0.578332
-0.812423,-0.583069
-0.809017,-0.587785
-0.805584,-0.592482
-0.802123,-0.597159
-0.798636,-0.601815
-0.795121,-0.606451
-0.791579,-0.611067
-0.788011,-0.615661
-0.784416,-0.620235
-0.780794,-0.624789
-0.777146,-0.62932
-0.773472,-0.633831
-0.769771,-0.63832
-0.766044,-0.642788
-0.762292,-0.647233
-0.758514,-0.651657
-0.75471,-0.656059
-0.75088,-0.660439
-0.747025,-0.664796
-0.743145,-0.669131
-0.739239,-0.673443
-0.735309,-0.677732
-0.731354,-0.681998
-0.727374,-0.686242
-0.723369,-0.690462
-0.71934,-0.694658
-0.715286,-0.698832
-0.711209,-0.702981
-0.707107,-0.707107
-0.702981,-0.711209
-0.698832,-0.715286
-0.694658,-0.71934
-0.690462,-0.723369
-0.686242,-0.727374
-0.681998,-0.731354
-0.677732,-0.735309
-0.673443,-0.739239
-0.669131,-0.743145
-0.664796,-0.747025
-0.660439,-0.75088
-0.656059,-0.75471
-0.651657,-0.758514
-0.647233,-0.762292
-0.642788,-0.766044
-0.63832,-0.769771
-0.633831,-0.773472
-0.62932,-0.777146
-0.624789,-0.780794
-0.620235,-0.784416
-0.615661,-0.788011
-0.611067,-0.791579
-0.606451,-0.795121
-0.601815,-0.798636
-0.597159,-0.802123
-0.592482,-0.805584
-0.587785,-0.809017
-0.583069,-0.812423
-0.578332,-0.815801
-0.573576,-0.819152
-0.568801,-0.822475
-0.564007,-0.82577
-0.559193,-0.829038
-0.55436,-0.832277
-0.549509,-0.835488
-0.544639,-0.838671
-0.539751,-0.841825
-0.534844,-0.844951
-0.529919,-0.848048
-0.524977,-0.851117
-0.520016,-0.854156
-0.515038,-0.857167
-0.510043,-0.860149
-0.50503,-0.863102
-0.5,-0.866025
-0.494953,-0.86892
-0.48989,-0.871784
-0.48481,-0.87462
-0.479713,-0.877425
-0.4746,-0.880201
-0.469472,-0.882948
-0.464327,-0.885664
-0.459166,-0.88835
-0.45399,-0.891007
-0.448799,-0.893633
-0.443593,-0.896229
-0.438371,-0.898794
-0.433135,-0.901329
-0.427884,-0.903834
-0.422618,-0.906308
-0.417338,-0.908751
-0.412045,-0.911164
-0.406737,-0.913545
-0.401415,-0.915896
-0.39608,-0.918216
-0.390731,-0.920505
-0.385369,-0.922762
-0.379994,-0.924989
-0.374607,-0.927184
-0.369206,-0.929348
-0.363793,-0.93148
-0.358368,-0.93358
-0.352931,-0.93565
-0.347481,-0.937687
-0.34202,-0.939693
-0.336547,-0.941666
-0.331063,-0.943609
-0.325568,-0.945519
-0.320062,-0.947397
-0.314545,-0.949243
-0.309017,-0.951057
-0.303479,-0.952838
-0.29793,-0.954588
-0.292372,-0.956305
-0.286803,-0.95799
-0.281225,-0.959642
-0.275637,-0.961262
-0.27004,-0.962849
-0.264434,-0.964404
-0.258819,-0.965926
-0.253195,-0.967415
-0.247563,-0.968872
-0.241922,-0.970296
-0.236273,-0.971687
-0.230616,-0.973045
-0.224951,-0.97437
-0.219279,-0.975662
-0.213599,-0.976921
-0.207912,-0.978148
-0.202218,-0.979341
-0.196517,-0.9805
-0.190809,-0.981627
-0.185095,-0.982721
-0.179375,-0.983781
-0.173648,-0.984808
-0.167916,-0.985801
-0.162178,-0.986762
-0.156434,-0.987688
-0.150686,-0.988582
-0.144932,-0.989442
-0.139173,-0.990268
-0.13341,-0.991061
-0.127642,-0.99182
-0.121869,-0.992546
-0.116093,-0.993238
-0.110313,-0.993897
-0.104528,-0.994522
-0.0987408,-0.995113
-0.0929499,-0.995671
-0.0871557,-0.996195
-0.0813587,-0.996685
-0.0755589,-0.997141
-0.0697565,-0.997564
-0.0639517,-0.997953
-0.0581448,-0.998308
-0.052336,-0.99863
-0.0465253,-0.998917
-0.0407131,-0.999171
-0.0348995,-0.999391
-0.0290847,-0.999577
-0.023269,-0.999729
-0.0174524,-0.999848
-0.0116353,-0.999932
-0.00581773,-0.999983
3.57158e-14,-1
0.00581773,-0.999983
0.0116353,-0.999932
0.0174524,-0.999848
0.023269,-0.999729
0.0290847,-0.999577
0.0348995,-0.999391
0.0407131,-0.999171
0.0465253,-0.998917
0.052336,-0.99863
0.0581448,-0.998308
0.0639517,-0.997953
0.0697565,-0.997564
0.0755589,-0.997141
0.0813587,-0.996685
0.0871557,-0.996195
0.0929499,-0.995671
0.0987408,-0.995113
0.104528,-0.994522
0.110313,-0.993897
0.116093,-0.993238
0.121869,-0.992546
0.127642,-0.99182
0.13341,-0.991061
0.139173,-0.990268
0.144932,-0.989442
0.150686,-0.988582
0.156434,-0.987688
0.162178,-0.986762
0.167916,-0.985801
0.173648,-0.984808
0.179375,-0.983781
0.185095,-0.982721
0.190809,-0.981627
0.196517,-0.9805
0.202218,-0.979341
0.207912,-0.978148
0.213599,-0.976921
0.219279,-0.975662
0.224951,-0.97437
0.230616,-0.973045
0.236273,-0.971687
0.241922,-0.970296
0.247563,-0.968872
0.253195,-0.967415
0.258819,-0.965926
0.264434,-0.964404
0.27004,-0.962849
0.275637,-0.961262
0.281225,-0.959642
0.286803,-0.95799
0.292372,-0.956305
0.29793,-0.954588
0.303479,-0.952838
0.309017,-0.951057
0.314545,-0.949243
0.320062,-0.947397
0.325568,-0.945519
0.331063,-0.943609
0.336547,-0.941666
0.34202,-0.939693
0.347481,-0.937687
0.352931,-0.93565
0.358368,-0.93358
0.363793,-0.93148
0.369206,-0.929348
0.374607,-0.927184
0.379994,-0.924989
0.385369,-0.922762
0.390731,-0.920505
0.39608,-0.918216
0.401415,-0.915896
0.406737,-0.913545
0.412045,-0.911164
0.417338,-0.908751
0.422618,-0.906308
0.427884,-0.903834
0.433135,-0.901329
0.438371,-0.898794
0.443593,-0.896229
0.448799,-0.893633
0.45399,-0.891007
0.459166,-0.88835
0.464327,-0.885664
0.469472,-0.882948
0.4746,-0.880201
0.479713,-0.877425
0.48481,-0.87462
0.48989,-0.871784
0.494953,-0.86892
0.5,-0.866025
0.50503,-0.863102
0.510043,-0.860149
0.515038,-0.857167
0.520016,-0.854156
0.524977,-0.851117
0.529919,-0.848048
0.534844,-0.844951
0.539751,-0.841825
0.544639,-0.838671
0.549509,-0.835488
0.55436,-0.832277
0.559193,-0.829038
0.564007,-0.82577
0.568801,-0.822475
0.573576,-0.819152
0.578332,-0.815801
0.583069,-0.812423
0.587785,-0.809017
0.592482,-0.805584
0.597159,-0.802123
0.601815,-0.798636
0.606451,-0.795121
0.611067,-0.791579
0.615661,-0.788011
0.620235,-0.784416
0.624789,-0.780794
0.62932,-0.777146
0.633831,-0.773472
0.63832,-0.769771
0.642788,-0.766044
0.647233,-0.762292
0.651657,-0.758514
0.656059,-0.75471
0.660439,-0.75088
0.664796,-0.747025
0.669131,-0.743145
0.673443,-0.739239
0.677732,-0.735309
0.681998,-0.731354
0.686242,-0.727374
0.690462,-0.723369
0.694658,-0.71934
0.698832,-0.715286
0.702981,-0.711209
0.707107,-0.707107
0.711209,-0.702981
0.715286,-0.698832
0.71934,-0.694658
0.723369,-0.690462
0.727374,-0.686242
0.731354,-0.681998
0.735309,-0.677732
0.739239,-0.673443
0.743145,-0.669131
0.747025,-0.664796
0.75088,-0.660439
0.75471,-0.656059
0.758514,-0.651657
0.762292,-0.647233
0.766044,-0.642788
0.769771,-0.63832
0.773472,-0.633831
0.777146,-0.62932
0.780794,-0.624789
0.784416,-0.620235
0.788011,-0.615661
0.791579,-0.611067
0.795121,-0.606451
0.798636,-0.601815
0.802123,-0.597159
0.805584,-0.592482
0.809017,-0.587785
0.812423,-0.583069
0.815801,-0.578332
0.819152,-0.573576
0.822475,-0.568801
0.82577,-0.564007
0.829038,-0.559193
0.832277,-0.55436
0.835488,-0.549509
0.838671,-0.544639
0.841825,-0.539751
0.844951,-0.534844
0.848048,-0.529919
0.851117,-0.524977
0.854156,-0.520016
0.857167,-0.515038
0.860149,-0.510043
0.863102,-0.50503
0.866025,-0.5
0.86892,-0.494953
0.871784,-0.48989
0.87462,-0.48481
0.877425,-0.479713
0.880201,-0.4746
0.882948,-0.469472
0.885664,-0.464327
0.88835,-0.459166
0.891007,-0.45399
0.893633,-0.448799
0.896229,-0.443593
0.898794,-0.438371
0.901329,-0.433135
0.903834,-0.427884
0.906308,-0.422618
0.908751,-0.417338
0.911164,-0.412045
0.913545,-0.406737
0.915896,-0.401415
0.918216,-0.39608
0.920505,-0.390731
0.922762,-0.385369
0.924989,-0.379994
0.927184,-0.374607
0.929348,-0.369206
0.93148,-0.363793
0.93358,-0.358368
0.93565,-0.352931
0.937687,-0.347481
0.939693,-0.34202
0.941666,-0.336547
0.943609,-0.331063
0.945519,-0.325568
0.947397,-0.320062
0.949243,-0.314545
0.951057,-0.309017
0.952838,-0.303479
0.954588,-0.29793
0.956305,-0.292372
0.95799,-0.286803
0.959642,-0.281225
0.961262,-0.275637
0.962849,-0.27004
0.964404,-0.264434
0.965926,-0.258819
0.967415,-0.253195
0.968872,-0.247563
0.970296,-0.241922
0.971687,-0.236273
0.973045,-0.230616
0.97437,-0.224951
0.975662,-0.219279
0.976921,-0.213599
0.978148,-0.207912
0.979341,-0.202218
0.9805,-0.196517
0.981627,-0.190809
0.982721,-0.185095
0.983781,-0.179375
0.984808,-0.173648
0.985801,-0.167916
0.986762,-0.162178
0.987688,-0.156434
0.988582,-0.150686
0.989442,-0.144932
0.990268,-0.139173
0.991061,-0.13341
0.99182,-0.127642
0.992546,-0.121869
0.993238,-0.116093
0.993897,-0.110313
0.994522,-0.104528
0.995113,-0.0987408
0.995671,-0.0929499
0.996195,-0.0871557
0.996685,-0.0813587
0.997141,-0.0755589
0.997564,-0.0697565
0.997953,-0.0639517
0.998308,-0.0581448
0.99863,-0.052336
0.998917,-0.0465253
0.999171,-0.0407131
0.999391,-0.0348995
0.999577,-0.0290847
0.999729,-0.023269
0.999848,-0.0174524
0.999932,-0.0116353
0.999983,-0.00581773
1,-5.34794e-14
